Longitude,Latitude,Address,City,Category,ClassificationOfCategories,Area
77.258834,28.6251113,"1, Janakpuri, Block B 3A, Janakpuri, New Delhi, Delhi 110058, India",West Delhi,Commenting,Verbal Abuse,Janakpuri
77.2588346,28.62514,"1, Janakpuri, Block B 3A, Janakpuri, New Delhi, Delhi 110058, India",West Delhi,Commenting,Verbal Abuse,Janakpuri
77.2591579,28.625232,"P S Mayapuri, Satguru Ram Singh Marg, Nanak Pura, Hari Nagar, New Delhi, Delhi 110064, India",North West Delhi,Commenting,Verbal Abuse,Pitampura
77.2591938,28.625232,"P S Mayapuri, Satguru Ram Singh Marg, Nanak Pura, Hari Nagar, New Delhi, Delhi 110064, India",North West Delhi,Others,Others,Pitampura
77.259194,28.625321,Mandi house metro station new delhi,Central Delhi,Stalking,Verbal Abuse,Mandi House
77.259553,28.62546251,"Seelampur Metro station, B69, GT Road, New Seelampur, New Seelampur I, Shahdara, Delhi, 110053, India",East Delhi,Petty Robbery,Physical Abuse,Seelampur
77.259727,28.625721,"Mandi House, Lady Irwin College, Mandi House, New Delhi, Delhi 110001, India",Central Delhi,Ogling/Lewd Facial Expressions/Staring,Non-Verbal Abuse,Mandi House
77.2604509,28.625721,"Mandi House, Lady Irwin College, Mandi House, New Delhi, Delhi 110001, India",Central Delhi,Others,Others,Mandi House
77.2606069,28.625796,"Uttam Nagar Terminal, Shivaji Marg, JJ Colony, Uttam Nagar, New Delhi, Delhi 110059, India",West Delhi,Catcalls/Whistles,Verbal Abuse,Uttam Nagar
77.260631,28.6258991,Mandi house metro station new delhi,Central Delhi,Stalking,Verbal Abuse,Mandi House
77.260712,28.6258991,"Mandi House, New Delhi, Delhi 110001, India",Central Delhi,Commenting,Verbal Abuse,Mandi House
77.2613938,28.626045,"Naraina Vihar, Mahatma Gandhi Road, Naraina Vihar, Naraina, New Delhi, Delhi 110028, India",Central Delhi,Indecent exposure,Non-Verbal Abuse,Karol Bagh
77.2620124,28.626334,"Sansad Marg, Janpath, Connaught Place, New Delhi, Delhi 110001",Central Delhi,Ogling/Lewd Facial Expressions/Staring,Non-Verbal Abuse,Connaught Place
77.2620672,28.626339,Hanuman Road Area Connaught Place New Delhi Delhi 110001 India,Central Delhi,Indecent Exposure/Masturbation in public,Non-Verbal Abuse,Connaught Place
77.2623457,28.626665,*,West Delhi,Catcalls/Whistles,Verbal Abuse,Uttam Nagar
77.2624263,28.626665,*,West Delhi,Stalking,Verbal Abuse,Uttam Nagar
77.262506,28.626665,*,West Delhi,Ogling/Lewd Facial Expressions/Staring,Non-Verbal Abuse,Uttam Nagar
77.263781,28.626665,*,West Delhi,Touching /Groping,Physical Abuse,Uttam Nagar
77.2639326,28.6266652,"Uttam Nagar, Hostal Vihar, Om Vihar, Hastsal, New Delhi, Delhi 110059, India",West Delhi,Catcalls/Whistles,Verbal Abuse,Uttam Nagar
77.2642583,28.626852,"Todermal Road Area, Mandi House, New Delhi, Delhi, India",Central Delhi,Commenting,Verbal Abuse,Mandi House
77.264312,28.62733,"Mayapuri, New Delhi, Delhi, India",North West Delhi,Catcalls/Whistles,Verbal Abuse,Pitampura
77.26494,28.6275609,*,East Delhi,Commenting,Verbal Abuse,Laxmi Nagar
77.266646,28.6275609,Laxmi Nagar,East Delhi,Catcalls/Whistles,Verbal Abuse,Laxmi Nagar
77.266779,28.627561,*,East Delhi,Catcalls/Whistles,Verbal Abuse,Laxmi Nagar
77.2670954,28.627561,Laxmi Nagar Block S1 Nanakpura Shakarpur New Delhi Delhi 110092 India,East Delhi,Commenting,Verbal Abuse,Laxmi Nagar
77.267479,28.6277892,"Block B, Fateh Nagar, New Delhi, Delhi 110058, India",West Delhi,Ogling/Lewd Facial Expressions/Staring,Non-Verbal Abuse,Fateh Nagar
77.26748,28.627805,"Ram Charan Agarwal Chowk Bus Stop, Bahadur Shah Zafar Road, IP Estate, New Delhi, Delhi 110002, India",Central Delhi,Others,Others,Bahadur Shah Zafar Marg
77.267904,28.627817,"Janpath, Connaught Place, New Delhi, Delhi 110001, India",Central Delhi,Catcalls/Whistles,Verbal Abuse,Connaught Place
77.267921,28.627817,"Janpath, Connaught Place, New Delhi, Delhi 110001, India",Central Delhi,Commenting,Verbal Abuse,Connaught Place
77.2686935,28.627817,"Janpath, Connaught Place, New Delhi, Delhi 110001, India",Central Delhi,Ogling/Lewd Facial Expressions/Staring,Non-Verbal Abuse,Connaught Place
77.2690049,28.627817,"Janpath, Connaught Place, New Delhi, Delhi 110001, India",Central Delhi,Others,Others,Connaught Place
77.2691081,28.627817,"Janpath, Connaught Place, New Delhi, Delhi 110001, India",Central Delhi,Taking pictures without permission,Non-Verbal Abuse,Connaught Place
77.2691326,28.6278172,"Janpath, Connaught Place, New Delhi, Delhi 110001, India",Central Delhi,Ogling/Lewd Facial Expressions/Staring,Non-Verbal Abuse,Connaught Place
77.2703277,28.6279168,"Hanuman Road Area, Connaught Place, New Delhi, Delhi 110001, India",Central Delhi,Commenting,Verbal Abuse,Connaught Place
77.2711667,28.6279168,"Hanuman Road Area, Connaught Place, New Delhi, Delhi 110001, India",Central Delhi,Sexual Invites,Verbal Abuse,Connaught Place
77.271167,28.6279168,"Hanuman Road Area, Connaught Place, New Delhi, Delhi 110001, India",Central Delhi,Indecent exposure,Non-Verbal Abuse,Connaught Place
77.27145,28.627917,"Hanuman Road Area, Connaught Place, New Delhi, Delhi 110001, India",Central Delhi,Commenting,Verbal Abuse,Connaught Place
77.2717642,28.6279852,"Modern School, Todermal Road Area, Mandi House, New Delhi, Delhi 110001",Central Delhi,Others,Others,Mandi House
77.2721047,28.628098,"Shakarpur, New Delhi, Delhi 110092, India",East Delhi,Ogling/Lewd Facial Expressions/Staring,Non-Verbal Abuse,Shakarpur
77.272123,28.62824,"DDU Hospital, Hari Enclave, Hari Nagar, New Delhi, Delhi 110027",North West Delhi,Catcalls/Whistles,Verbal Abuse,Pitampura
77.272499,28.628372,Modern School Todermal Road Area Mandi House New Delhi Delhi 110001,Central Delhi,Others,Others,Mandi House
77.2728417,28.628698,"Barakhamba Road, New Delhi, Delhi 110001, India",New Delhi,Ogling/Lewd Facial Expressions/Staring,Non-Verbal Abuse,Barakhamba
77.273938,28.628698,"Barakhamba Road, New Delhi, Delhi 110001, India",New Delhi,Touching /Groping,Physical Abuse,Barakhamba
77.2744577,28.628811,*,Central Delhi,Commenting,Verbal Abuse,Mandi House
77.274807,28.628895,"Janpath Market, Connaught Lane, Janpath, Connaught Place, New Delhi, Delhi 110001, India",Central Delhi,Commenting,Verbal Abuse,Connaught Place
77.274996,28.628924,"Centre, Upadhyay Block, Shakarpur, New Delhi, Delhi 110092, India",East Delhi,Commenting,Verbal Abuse,Shakarpur
77.275258,28.628988,"Block E, Naraina Vihar, Naraina, New Delhi, Delhi 110028, India",Central Delhi,Catcalls/Whistles,Verbal Abuse,Karol Bagh
77.2756181,28.6290097,"Opp HDFC ATM, R-3, Main Market, Block O, Nanakpura, Shakarpur, Delhi, 110092, India",East Delhi,Touching /Groping,Physical Abuse,Shakarpur
77.2762,28.629013,"Balmiki Basti, Vikram Nagar, New Delhi, Delhi, Indien",Central Delhi,Touching /Groping,Physical Abuse,Vikram Nagar
77.276579,28.629105,*,Central Delhi,Catcalls/Whistles,Verbal Abuse,Karol Bagh
77.276792,28.629328,Hanuman Road Area Connaught Place New Delhi Delhi 110001 India,Central Delhi,Commenting,Verbal Abuse,Connaught Place
77.277196,28.629468,"Janakpuri West, Chatrapati Shivaji Marg, Janakpuri District Center, Janakpuri, New Delhi, Delhi 110058, India",West Delhi,Chain Snatching,Physical Abuse,Janakpuri
77.2773139,28.629468,"Janakpuri West, Janakpuri District Center, Janakpuri, New Delhi, Delhi 110018",West Delhi,Commenting,Verbal Abuse,Janakpuri
77.277403,28.62954,"Inder Puri, New Delhi, Delhi, India",Central Delhi,Catcalls/Whistles,Verbal Abuse,Karol Bagh
77.277527,28.6295538,"Janakpuri District Center, Janakpuri, Delhi, India",West Delhi,Stalking,Verbal Abuse,Janakpuri
77.277562,28.6295538,"Janakpuri District Center, Janakpuri, New Delhi, Delhi, India",West Delhi,Commenting,Verbal Abuse,Janakpuri
77.2776579,28.629554,*,West Delhi,Commenting,Verbal Abuse,Janakpuri
77.277814,28.629554,*,West Delhi,Touching /Groping,Physical Abuse,Janakpuri
77.277869,28.629554,"Janakpuri District Center, Janakpuri, New Delhi, Delhi, India",West Delhi,Catcalls/Whistles,Verbal Abuse,Janakpuri
77.2778944,28.63037,Laxmi Nagar Metro Station Laxmi Nagar New Delhi Delhi 110031 India,East Delhi,Stalking,Verbal Abuse,Laxmi Nagar
77.277959,28.630373,Laxmi Nagar Metro Station Laxmi Nagar New Delhi Delhi 110031 India,East Delhi,Catcalls/Whistles,Verbal Abuse,Laxmi Nagar
77.278228,28.63041,"Connaught Place, New Delhi, Delhi, India",Central Delhi,Catcalls/Whistles,Verbal Abuse,Connaught Place
77.278408,28.63041,"Connaught Place, New Delhi, Delhi, India",Central Delhi,Commenting,Verbal Abuse,Connaught Place
77.2784081,28.63041,"Connaught Place, New Delhi, Delhi, India",Central Delhi,Chain Snatching,Physical Abuse,Connaught Place
77.278932,28.63041,"Connaught Place, New Delhi, Delhi, India",Central Delhi,Ogling/Lewd Facial Expressions/Staring,Non-Verbal Abuse,Connaught Place
77.279253,28.63041,"Connaught Place, New Delhi, Delhi, India",Central Delhi,Taking pictures without permission,Non-Verbal Abuse,Connaught Place
77.2793059,28.63041,"Connaught Place, New Delhi, Delhi, India",Central Delhi,Touching /Groping,Physical Abuse,Connaught Place
77.2798746,28.630416,*,New Delhi,Catcalls/Whistles,Verbal Abuse,Barakhamba
77.279895,28.6304203,*,Central Delhi,Commenting,Verbal Abuse,Connaught Place
77.2809996,28.6304203,*,Central Delhi,Others,Others,Connaught Place
77.2818319,28.6304203,"Connaught Place, New Delhi, Delhi, India",Central Delhi,Catcalls/Whistles,Verbal Abuse,Connaught Place
77.282179,28.6304203,"Connaught Place, New Delhi, Delhi, India",Central Delhi,Touching /Groping,Physical Abuse,Connaught Place
77.282553,28.6305146,"Laxmi Nagar Metro Station,  Laxmi Nagar, New Delhi, Delhi 110031, India",East Delhi,Catcalls/Whistles,Verbal Abuse,Laxmi Nagar
77.2827147,28.6305146,"Laxmi Nagar Metro Station,  Laxmi Nagar, New Delhi, Delhi 110031, India",East Delhi,Stalking,Verbal Abuse,Laxmi Nagar
77.282751,28.630516,"Palika Bazar, Connaught Place, New Delhi, Delhi 110001, India",Central Delhi,Touching /Groping,Physical Abuse,Connaught Place
77.2828969,28.630658,"Park, Prem Nagar, Janakpuri, New Delhi, Delhi 110058, India",West Delhi,Commenting,Verbal Abuse,Janakpuri
77.283202,28.630829,"ITO, Vikram Nagar, New Delhi, Delhi 110002, India",Central Delhi,Commenting,Verbal Abuse,ITO
77.283279,28.630829,"ITO, Vikram Nagar, New Delhi, Delhi 110002, India",Central Delhi,Commenting,Verbal Abuse,Vikram Nagar
77.2834254,28.630839,"Palika Bazar, Connaught Place, New Delhi, Delhi 110001, India",Central Delhi,Ogling/Lewd Facial Expressions/Staring,Non-Verbal Abuse,Connaught Place
77.283484,28.6310085,"Palika Bazar, Connaught Place, New Delhi, Delhi 110001, India",Central Delhi,Catcalls/Whistles,Verbal Abuse,Connaught Place
77.2843333,28.631009,Palika Bazar Connaught Place New Delhi Delhi 110001 India,Central Delhi,Catcalls/Whistles,Verbal Abuse,Connaught Place
77.284346,28.631009,"Palika Bazar, Connaught Place, New Delhi, Delhi 110001, India",Central Delhi,Commenting,Verbal Abuse,Connaught Place
77.2847664,28.631009,"Palika Bazar, Connaught Place, New Delhi, Delhi 110001, India",Central Delhi,Taking pictures without permission,Non-Verbal Abuse,Connaught Place
77.2850515,28.631009,"Palika Bazar, Connaught Place, New Delhi, Delhi 110001, India",Central Delhi,Touching /Groping,Physical Abuse,Connaught Place
77.2859977,28.6312354,"India Today, Middle Cir, Block A, Connaught Place, New Delhi, Delhi 110001, India",Central Delhi,Catcalls/Whistles,Verbal Abuse,Connaught Place
77.2860192,28.6312354,"India Today, Middle Cir, Block A, Connaught Place, New Delhi, Delhi 110001, India",Central Delhi,Touching /Groping,Physical Abuse,Connaught Place
77.28621,28.631374,"Laxmi Nagar, Vikas Marg, Block D, Laxmi Nagar, New Delhi, Delhi 110092, India",East Delhi,Commenting,Verbal Abuse,Laxmi Nagar
77.286507,28.631451,*,Central Delhi,Catcalls/Whistles,Verbal Abuse,Connaught Place
77.2867791,28.631451,*,Central Delhi,Commenting,Verbal Abuse,Connaught Place
77.286834,28.631451,*,Central Delhi,Ogling/Lewd Facial Expressions/Staring,Non-Verbal Abuse,Connaught Place
77.286937,28.631451,*,Central Delhi,Taking pictures without permission,Non-Verbal Abuse,Connaught Place
77.2872061,28.631451,Connaught Place New Delhi Delhi India,Central Delhi,Petty Robbery,Physical Abuse,Connaught Place
77.2874092,28.631451,"Connaught Place, New Delhi, Delhi, India",Central Delhi,Chain Snatching,Physical Abuse,Connaught Place
77.2882833,28.631451,"Connaught Place, New Delhi, Delhi, India",Central Delhi,Touching /Groping,Physical Abuse,Connaught Place
77.2882904,28.631451,Hanuman Road Area Connaught Place New Delhi Delhi 110001 India,Central Delhi,Sexual Invites,Verbal Abuse,Connaught Place
77.2883611,28.6314512,"Connaught Place, New Delhi, Delhi 110001, India",Central Delhi,Touching /Groping,Physical Abuse,Connaught Place
77.2886424,28.631524,"Bus Stand, Naraina Vihar, Naraina, New Delhi, Delhi 110028, India",Central Delhi,Commenting,Verbal Abuse,Karol Bagh
77.2890636,28.6315296,"Laxmi Nagar, Block D, Laxmi Nagar, New Delhi, Delhi 110031, India",East Delhi,Commenting,Verbal Abuse,Laxmi Nagar
77.289091,28.631578,rajiv chowk metro station delhi,New Delhi,Catcalls/Whistles,Verbal Abuse,Rajiv Chowk
77.2895686,28.631578,rajiv chowk metro station delhi,New Delhi,Touching /Groping,Physical Abuse,Rajiv Chowk
77.289585,28.631624,Block M Connaught Place New Delhi Delhi 110001 India,Central Delhi,Catcalls/Whistles,Verbal Abuse,Connaught Place
77.289622,28.631724,*,Central Delhi,Rape / Sexual Assault,Physical Abuse,Connaught Place
77.2897245,28.631984,"Laxmi Nagar, Block D, Laxmi Nagar, New Delhi, Delhi 110031, India",East Delhi,Commenting,Verbal Abuse,Laxmi Nagar
77.2899386,28.631984,"Laxmi Nagar, Block D, Laxmi Nagar, New Delhi, Delhi 110031, India",East Delhi,Rape / Sexual Assault,Physical Abuse,Laxmi Nagar
77.2900787,28.632,Inder Puri New Delhi Delhi India,Central Delhi,Catcalls/Whistles,Verbal Abuse,Karol Bagh
77.2901471,28.632,"Inder Puri, New Delhi, Delhi, India",Central Delhi,Catcalls/Whistles,Verbal Abuse,Inder Puri
77.2905286,28.632046,Rajiv Chowk Metro Station Connaught Place New Delhi Delhi 110001 India,Central Delhi,Commenting,Verbal Abuse,Connaught Place
77.2913336,28.632046,Rajiv Chowk Metro Station Connaught Place New Delhi Delhi 110001 India,Central Delhi,Stalking,Verbal Abuse,Connaught Place
77.2913729,28.632046,Rajiv Chowk Metro Station Connaught Place New Delhi Delhi 110001 India,Central Delhi,Touching /Groping,Physical Abuse,Connaught Place
77.2913795,28.632104,*,Central Delhi,Others,Others,Connaught Place
77.2915151,28.632141,Naraina New Delhi Delhi India,Central Delhi,Ogling/Lewd Facial Expressions/Staring,Non-Verbal Abuse,Karol Bagh
77.2915918,28.632141,"Naraina, New Delhi, Delhi, India",South West Delhi,Ogling/Lewd Facial Expressions/Staring,Non-Verbal Abuse,Naraina
77.2916946,28.632142,Block B Naraina Industrial Area Phase 1 Naraina New Delhi Delhi 110028 India,Central Delhi,Catcalls/Whistles,Verbal Abuse,Karol Bagh
77.292592,28.632142,"Block B, Naraina Industrial Area Phase 1, Naraina, New Delhi, Delhi 110028, India",South West Delhi,Catcalls/Whistles,Verbal Abuse,Naraina
77.2926931,28.632156,"Ridge Road, Central Ridge Reserve Forest, New Delhi, Delhi 110021",Central Delhi,Commenting,Verbal Abuse,Karol Bagh
77.2929513,28.632156,"Ridge Road, Central Ridge Reserve Forest, New Delhi, Delhi 110021",Central Delhi,Sexual Invites,Verbal Abuse,Karol Bagh
77.293112,28.632156,"Ridge Road, Central Ridge Reserve Forest, New Delhi, Delhi 110021",Central Delhi,Indecent exposure,Non-Verbal Abuse,Karol Bagh
77.2936161,28.6321834,"Connaught Circus, Rajeev Chowk, Connaught Place, New Delhi, Delhi 110001, India",Central Delhi,Catcalls/Whistles,Verbal Abuse,Connaught Place
77.293669,28.6321834,"Connaught Circus, Rajeev Chowk, Connaught Place, New Delhi, Delhi 110001, India",Central Delhi,Ogling/Lewd Facial Expressions/Staring,Non-Verbal Abuse,Connaught Place
77.2936783,28.6321834,"Connaught Circus, Rajeev Chowk, Connaught Place, New Delhi, Delhi 110001, India",Central Delhi,Touching /Groping,Physical Abuse,Connaught Place
77.293884,28.632186,"Central Park, New Delhi, Delhi 110018, India",West Delhi,Taking pictures without permission,Non-Verbal Abuse,Janakpuri
77.2939981,28.632244,*,Central Delhi,Catcalls/Whistles,Verbal Abuse,Connaught Place
77.2940749,28.6326227,"Block M, Connaught Place, New Delhi, Delhi 110001, India",Central Delhi,Catcalls/Whistles,Verbal Abuse,Connaught Place
77.2942301,28.632635,*,Central Delhi,Catcalls/Whistles,Verbal Abuse,Connaught Place
77.294388,28.632643,*,Central Delhi,Taking pictures without permission,Non-Verbal Abuse,Connaught Place
77.294522,28.632643,"Rajiv Chowk Metro Station Gate No. 7, Rajiv Chowk, Block A, Connaught Place, New Delhi, Delhi 110001, India",Central Delhi,Touching /Groping,Physical Abuse,Connaught Place
77.2946274,28.632679,"Shivaji Stadium, Connaught Place, New Delhi, Delhi 110001, India",Central Delhi,Rape / Sexual Assault,Physical Abuse,Connaught Place
77.295307,28.632715,"Block A, Connaught Place, New Delhi, Delhi 110001, India",Central Delhi,Touching /Groping,Physical Abuse,Connaught Place
77.295375,28.632824,"Rajiv Chowk Metro Station, Rajiv Chowk, Block A, Connaught Place, New Delhi, Delhi 110001, India",Central Delhi,Catcalls/Whistles,Verbal Abuse,Connaught Place
77.295553,28.632824,"Rajiv Chowk Metro Station, Rajiv Chowk, Block A, Connaught Place, New Delhi, Delhi 110001, India",Central Delhi,Commenting,Verbal Abuse,Connaught Place
77.295827,28.632824,"Rajiv Chowk Metro Station, Rajiv Chowk, Block A, Connaught Place, New Delhi, Delhi 110001, India",Central Delhi,Ogling/Lewd Facial Expressions/Staring,Non-Verbal Abuse,Connaught Place
77.2961744,28.632824,"Rajiv Chowk Metro Station, Rajiv Chowk, Block A, Connaught Place, New Delhi, Delhi 110001, India",Central Delhi,Taking pictures without permission,Non-Verbal Abuse,Connaught Place
77.296247,28.632824,"Rajiv Chowk Metro Station, Rajiv Chowk, Block A, Connaught Place, New Delhi, Delhi 110001, India",Central Delhi,Touching /Groping,Physical Abuse,Connaught Place
77.296269,28.632842,Rajeev Chowk Metro Station Connaught Place New Delhi Delhi 110001 India,Central Delhi,Commenting,Verbal Abuse,Connaught Place
77.296901,28.632861,Connaught Circus Rajeev Chowk Connaught Place New Delhi Delhi 110001 India,Central Delhi,Ogling/Lewd Facial Expressions/Staring,Non-Verbal Abuse,Connaught Place
77.296996,28.632861,Connaught Circus Rajeev Chowk Connaught Place New Delhi Delhi 110001 India,Central Delhi,Touching /Groping,Physical Abuse,Connaught Place
77.298241,28.632862,*,Central Delhi,Commenting,Verbal Abuse,Connaught Place
77.2985884,28.632862,*,Central Delhi,Ogling/Lewd Facial Expressions/Staring,Non-Verbal Abuse,Connaught Place
77.2986963,28.632862,*,Central Delhi,Others,Others,Connaught Place
77.2989652,28.632862,*,Central Delhi,Taking pictures without permission,Non-Verbal Abuse,Connaught Place
77.3008506,28.632862,*,Central Delhi,Touching /Groping,Physical Abuse,Connaught Place
77.3012097,28.632862,Metro Station Rajeev Chowk Connaught Place New Delhi Delhi 110001 India,Central Delhi,Commenting,Verbal Abuse,Connaught Place
77.301828,28.6328787,*,Central Delhi,Touching /Groping,Physical Abuse,Connaught Place
77.3020569,28.63288,*,Central Delhi,Commenting,Verbal Abuse,Connaught Place
77.3022868,28.63288,India Today Middle Cir Block A Connaught Place New Delhi Delhi 110001 India,Central Delhi,Catcalls/Whistles,Verbal Abuse,Connaught Place
77.302287,28.63288,India Today Middle Cir Block A Connaught Place New Delhi Delhi 110001 India,Central Delhi,Touching /Groping,Physical Abuse,Connaught Place
77.3027059,28.632895,*,Central Delhi,Commenting,Verbal Abuse,Connaught Place
77.302706,28.632895,"Connaught Circus, Rajeev Chowk, Connaught Place, New Delhi, Delhi 110001, India",Central Delhi,Catcalls/Whistles,Verbal Abuse,Connaught Place
77.3030049,28.632895,"Connaught Circus, Rajeev Chowk, Connaught Place, New Delhi, Delhi 110001, India",Central Delhi,Indecent exposure,Non-Verbal Abuse,Connaught Place
77.3031561,28.632895,"Connaught Circus, Rajeev Chowk, Connaught Place, New Delhi, Delhi 110001, India",Central Delhi,Touching /Groping,Physical Abuse,Connaught Place
77.3054611,28.632899,Connaught Circus Rajeev Chowk Connaught Place New Delhi Delhi 110001 India,Central Delhi,Catcalls/Whistles,Verbal Abuse,Connaught Place
77.3085155,28.632903,*,Central Delhi,Touching /Groping,Physical Abuse,Connaught Place
77.3094137,28.632903,"Rajeev Chowk, Connaught Place, New Delhi, Delhi 110001, India",Central Delhi,Catcalls/Whistles,Verbal Abuse,Connaught Place
77.3103289,28.632903,"Rajeev Chowk, Connaught Place, New Delhi, Delhi 110001, India",Central Delhi,Commenting,Verbal Abuse,Connaught Place
77.310772,28.632903,"Rajeev Chowk, Connaught Place, New Delhi, Delhi 110001, India",Central Delhi,Chain Snatching,Physical Abuse,Connaught Place
77.3116215,28.632903,"Rajeev Chowk, Connaught Place, New Delhi, Delhi 110001, India",Central Delhi,Ogling/Lewd Facial Expressions/Staring,Non-Verbal Abuse,Connaught Place
77.3121354,28.632903,"Rajeev Chowk, Connaught Place, New Delhi, Delhi 110001, India",Central Delhi,Others,Others,Connaught Place
77.3121575,28.632903,"Rajeev Chowk, Connaught Place, New Delhi, Delhi 110001, India",Central Delhi,Taking pictures without permission,Non-Verbal Abuse,Connaught Place
77.312494,28.632914,"Connaught Circus, Rajeev Chowk, Connaught Place, New Delhi, Delhi 110001, India",Central Delhi,Commenting,Verbal Abuse,Connaught Place
77.3130576,28.632923,"73, Palika Bazaar Rd, Rajeev Chowk, Connaught Place, New Delhi, Delhi 110001, India",Central Delhi,Touching /Groping,Physical Abuse,Connaught Place
77.3137201,28.632936,*,Central Delhi,Touching /Groping,Physical Abuse,Connaught Place
77.3141282,28.632976,*,Central Delhi,Touching /Groping,Physical Abuse,Connaught Place
77.3142212,28.632986,*,Central Delhi,Commenting,Verbal Abuse,Connaught Place
77.3144936,28.632986,*,Central Delhi,Touching /Groping,Physical Abuse,Connaught Place
77.3154287,28.632986,"Rajiv Chowk Metro Station, Connaught Place, New Delhi, Delhi 110001, India",Central Delhi,Stalking,Verbal Abuse,Connaught Place
77.3157711,28.632986,"rajiv chowk metro station, delhi",New Delhi,Catcalls/Whistles,Verbal Abuse,Rajiv Chowk
77.3162886,28.632986,"rajiv chowk metro station, delhi",New Delhi,Touching /Groping,Physical Abuse,Rajiv Chowk
77.3163313,28.632993,Rajiv Chowk Block A Connaught Place New Delhi Delhi 110001 India,Central Delhi,Touching /Groping,Physical Abuse,Connaught Place
77.3165886,28.632999,"D Block, DDA Market, Vikaspuri, New Delhi, Delhi 110018, India",West Delhi,Commenting,Verbal Abuse,Vikaspuri
77.3195196,28.63309,*,Central Delhi,Catcalls/Whistles,Verbal Abuse,Connaught Place
77.3205754,28.633103,"New Mahavir Nagar, Mahavir Nagar New, Tilak Nagar, New Delhi, Delhi 110018",West Delhi,Touching /Groping,Physical Abuse,Tilak Nagar
77.3215992,28.633123,D-19/20 Rajiv Chowk D Block Connaught Place New Delhi Delhi 110001 India,Central Delhi,Touching /Groping,Physical Abuse,Connaught Place
77.32302,28.633181,D-19/20 Rajiv Chowk D Block Connaught Place New Delhi Delhi 110001 India,Central Delhi,Stalking,Verbal Abuse,Connaught Place
77.3236034,28.633188,"Janak Puri East Metro Station, Najafgarh Road, Nangli Jalib, Tilak Nagar, New Delhi, Delhi 110018, India",South West Delhi,Touching /Groping,Physical Abuse,Najafgarh
77.3242396,28.633223,"Rajendra Nagar R Block, Rajender Nagar, Dev Prakash Shastri Marg, Central Ridge Reserve Forest, New Delhi, Delhi 110012, India",Central Delhi,Commenting,Verbal Abuse,Karol Bagh
77.3250696,28.633285,"A-16, Rajiv Chowk, Block A, Connaught Place, New Delhi, Delhi 110001, India",Central Delhi,Commenting,Verbal Abuse,Connaught Place
77.3269678,28.633285,"A-16, Rajiv Chowk, Block A, Connaught Place, New Delhi, Delhi 110001, India",Central Delhi,Touching /Groping,Physical Abuse,Connaught Place
77.330026,28.633506,"Rajiv Chowk Metro Station Entrance No 4, Rajiv Chowk, Block E, Connaught Place, New Delhi, Delhi 110001, India",Central Delhi,Touching /Groping,Physical Abuse,Connaught Place
77.3302981,28.6335247,"9, Rd Number 6, D Block, Connaught Place, New Delhi, Delhi 110001, India",Central Delhi,Stalking,Verbal Abuse,Connaught Place
77.3307972,28.6335724,"Rajiv Chowk Gate No. 2, Rajiv Chowk, Block B, Connaught Place, New Delhi, Delhi 110001, India",Central Delhi,Touching /Groping,Physical Abuse,Connaught Place
77.3317246,28.63368,Rajiv Chowk Block B Connaught Place New Delhi Delhi 110001 India,Central Delhi,Indecent Exposure/Masturbation in public,Non-Verbal Abuse,Connaught Place
77.3368143,28.633728,*,Central Delhi,Commenting,Verbal Abuse,Connaught Place
77.3373691,28.633749,9 Rd Number 6 D Block Connaught Place New Delhi Delhi 110001 India,Central Delhi,Stalking,Verbal Abuse,Connaught Place
77.3388634,28.6337517,"D-19/20, Rajiv Chowk, D Block, Connaught Place, New Delhi, Delhi 110001, India",Central Delhi,Stalking,Verbal Abuse,Connaught Place
77.339475,28.6337517,"D-19/20, Rajiv Chowk, D Block, Connaught Place, New Delhi, Delhi 110001, India",Central Delhi,Touching /Groping,Physical Abuse,Connaught Place
77.3582489,28.633771,*,Central Delhi,Commenting,Verbal Abuse,Connaught Place
,28.633771,*,Central Delhi,Ogling/Lewd Facial Expressions/Staring,Non-Verbal Abuse,Connaught Place
,28.633771,*,Central Delhi,Taking pictures without permission,Non-Verbal Abuse,Connaught Place
,28.633771,*,Central Delhi,Touching /Groping,Physical Abuse,Connaught Place
,28.633771,"Rajiv Chowk Metro Station Gate No. 1, Rajiv Chowk, Block B, Connaught Place, New Delhi, Delhi 110001, India",Central Delhi,Catcalls/Whistles,Verbal Abuse,Connaught Place
,28.633771,"Rajiv Chowk Metro Station Gate No. 1, Rajiv Chowk, Block B, Connaught Place, New Delhi, Delhi 110001, India",Central Delhi,Indecent exposure,Non-Verbal Abuse,Connaught Place
,28.633787,G-59 Block G Connaught Place New Delhi Delhi 110001 India,Central Delhi,Others,Others,Connaught Place
,28.633823,Rajiv Chowk Gate No. 2 Rajiv Chowk Block B Connaught Place New Delhi Delhi 110001 India,Central Delhi,Touching /Groping,Physical Abuse,Connaught Place
,28.6338388,"Rajiv Chowk, Block B, Connaught Place, New Delhi, Delhi 110001, India",Central Delhi,Commenting,Verbal Abuse,Connaught Place
,28.6338388,"Rajiv Chowk, Block B, Connaught Place, New Delhi, Delhi 110001, India",Central Delhi,Chain Snatching,Physical Abuse,Connaught Place
,28.6338388,"Rajiv Chowk, Block B, Connaught Place, New Delhi, Delhi 110001, India",Central Delhi,Indecent exposure,Non-Verbal Abuse,Connaught Place
